,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.13490346,0.012473679,0.034069564,-0.04100658,0.08971471,0.03161423,-0.007039959,-0.119149595,0.0059280056,-0.0947825,-0.12918994,-0.071392685,-0.048797596,0.024647085,-0.06368853,-0.0068416223,0.115694046,-0.007979635
1,0.14619434,0.019521778,0.0200754,-0.0315868,0.060612794,0.041106567,0.0018248591,-0.121760964,0.0055129724,-0.10386559,-0.13311632,-0.08707427,-0.028978437,0.013330143,-0.06630091,-0.009830434,0.13342331,-0.0026905015
2,0.1514289,0.023228614,0.010079369,-0.026011713,0.043241933,0.04657015,0.005489517,-0.123542905,0.0054596225,-0.10812736,-0.13488176,-0.09536249,-0.01648863,0.004680252,-0.06656076,-0.012232859,0.14039388,0.001445652
3,0.15379538,0.024718901,0.0050324276,-0.02320499,0.033805743,0.049067896,0.0073137456,-0.124502,0.005201117,-0.109942235,-0.1361995,-0.09933133,-0.010217262,-0.00023891823,-0.06628393,-0.013155265,0.14353165,0.0036266614
4,0.15484886,0.02547588,0.002470829,-0.021676552,0.029154066,0.05017052,0.008196802,-0.12471423,0.005027379,-0.110713355,-0.13684434,-0.10118095,-0.0069565205,-0.0028716538,-0.06612512,-0.013609627,0.14471105,0.0046767006
5,0.15535717,0.025760788,0.00118475,-0.02082792,0.026800454,0.050730746,0.008521232,-0.12480678,0.0049764495,-0.1111234,-0.1371992,-0.102026984,-0.0053263833,-0.004214964,-0.0660079,-0.013785076,0.14516975,0.0052700266
6,0.15558906,0.025908185,0.0005633611,-0.020455107,0.025687996,0.050994687,0.008676545,-0.124808446,0.0049529276,-0.11132013,-0.13739349,-0.10243377,-0.004546072,-0.0049414216,-0.06596154,-0.013822431,0.14539917,0.005520384
7,0.15569948,0.025962077,0.00024555658,-0.020224694,0.025093934,0.051125918,0.00876722,-0.12480131,0.004945521,-0.111400425,-0.1375131,-0.10264873,-0.004147231,-0.0053371447,-0.065922104,-0.013848099,0.14549369,0.0056187343
8,0.15575305,0.02596279,7.5353426e-05,-0.020117735,0.024786599,0.05118783,0.008762808,-0.12479446,0.004904999,-0.111440755,-0.13758685,-0.10275017,-0.003949019,-0.0055276845,-0.065900594,-0.0138576785,0.14552936,0.0056555434
9,0.15579289,0.025994703,-7.9046e-08,-0.020031871,0.024648553,0.051214717,0.008782378,-0.124755934,0.004936697,-0.11144391,-0.13760863,-0.10278601,-0.0038437406,-0.0056125275,-0.0658974,-0.013873485,0.14553656,0.0057045044
10,0.15581095,0.02597845,-4.2652595e-05,-0.019994643,0.024555672,0.05122059,0.00875457,-0.12474875,0.004922664,-0.11146335,-0.13764149,-0.10281954,-0.003768229,-0.0056452416,-0.065899536,-0.013888267,0.1455221,0.0057063433
11,0.15581599,0.025970032,-6.3799904e-05,-0.02000276,0.02452488,0.051243845,0.008741448,-0.12477111,0.0048910277,-0.11146464,-0.13766363,-0.10284084,-0.0037574698,-0.0056783087,-0.06589754,-0.0138765685,0.14554305,0.0057075503
12,0.15581813,0.025983058,-5.780917e-05,-0.019978924,0.024492394,0.05123557,0.008768305,-0.12478487,0.004876394,-0.111464925,-0.13764732,-0.10283937,-0.0037661763,-0.005691008,-0.065888904,-0.013873134,0.14556217,0.005705313
13,0.15581435,0.025993457,-6.3749496e-05,-0.019986758,0.024497679,0.051248383,0.008790088,-0.12478928,0.0048935255,-0.11146659,-0.13761981,-0.10283958,-0.0037688855,-0.005716722,-0.06591287,-0.01386279,0.14556715,0.005711562
14,0.15582743,0.02598723,-5.2767922e-05,-0.019969188,0.024514677,0.051252503,0.008777395,-0.12476432,0.004893397,-0.11146086,-0.1376383,-0.10283818,-0.003764444,-0.005710426,-0.065915614,-0.013860411,0.14556079,0.0057111313
15,0.15581484,0.025989281,-7.161021e-05,-0.01997725,0.024480795,0.051270787,0.008795372,-0.124775715,0.004899062,-0.11147563,-0.13763052,-0.102845274,-0.0037542116,-0.005722443,-0.065919235,-0.013833813,0.14555687,0.005702452
16,0.15582341,0.025992693,-7.464725e-05,-0.019972341,0.024484294,0.051283248,0.008786017,-0.124742255,0.0049010455,-0.11145763,-0.13764173,-0.1028329,-0.003758545,-0.0057545765,-0.06592062,-0.0138415415,0.14556068,0.0056902524
17,0.15582067,0.025991209,-7.198157e-05,-0.01993265,0.024481723,0.05129562,0.008772856,-0.12475077,0.004942151,-0.11145041,-0.13763782,-0.102828406,-0.0037193932,-0.0057263286,-0.06591497,-0.013861432,0.14552264,0.0057323375
18,0.1558151,0.02597187,-7.6507335e-05,-0.019931298,0.024447024,0.05128899,0.008748679,-0.124758124,0.0049271425,-0.111468635,-0.1376577,-0.102835454,-0.0037228684,-0.0057115178,-0.065889716,-0.013869815,0.14551966,0.005726441
19,0.1558042,0.02597748,-8.698937e-05,-0.019931294,0.024451064,0.05129914,0.008732341,-0.12475824,0.0049025575,-0.11149495,-0.13766181,-0.1028387,-0.0037360159,-0.005709338,-0.065884836,-0.01386696,0.14551133,0.0057030143
20,0.1558055,0.025964027,-0.00010958896,-0.019957243,0.0244565,0.0512777,0.008756938,-0.12476659,0.0049166474,-0.11148269,-0.1376535,-0.10284882,-0.0037404494,-0.005712772,-0.06588965,-0.013862234,0.14554498,0.0057057207
21,0.15580934,0.025956737,-8.8334666e-05,-0.019948026,0.02443934,0.051283,0.008761324,-0.124771185,0.004913559,-0.11148973,-0.13767758,-0.10283849,-0.0037371563,-0.0057300627,-0.06588796,-0.013879577,0.1455257,0.0056889593
22,0.15581162,0.025984941,-9.127706e-05,-0.019946007,0.024470467,0.051262856,0.008777821,-0.12477555,0.004924344,-0.11147743,-0.13763691,-0.102842554,-0.0037269117,-0.005728138,-0.065887585,-0.013845783,0.14550433,0.005706786
23,0.15581524,0.025975982,-8.751766e-05,-0.01997578,0.02447356,0.05127219,0.008775661,-0.12475504,0.0049076853,-0.11146814,-0.13765554,-0.10284287,-0.0037234332,-0.005729064,-0.0659066,-0.013844491,0.14549547,0.0057104146
