,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
26,0.1627683,0.024496343,0.001159148,-0.021157479,0.022647087,0.053172667,0.007149814,-0.12509835,-0.0032751174,-0.11693818,-0.14115988,-0.107823476,-0.011672482,-0.014030437,-0.07211067,-0.022060227,0.15211104,-0.0018001185
27,0.16277358,0.024500048,0.001163906,-0.021160634,0.022655228,0.05317395,0.007136369,-0.1251057,-0.0032864313,-0.11693612,-0.14116685,-0.10782638,-0.011676724,-0.014032315,-0.072113745,-0.02206012,0.15213162,-0.0018094467
28,0.16276455,0.024509404,0.0011643425,-0.0211642,0.022649178,0.05316999,0.0071411654,-0.12510876,-0.0032890036,-0.11693039,-0.14117596,-0.107821584,-0.011665821,-0.014033262,-0.072103195,-0.022060033,0.15212439,-0.001802854
29,0.16276479,0.024514392,0.0011651069,-0.021176567,0.022655835,0.05316743,0.007152285,-0.12510234,-0.0032814692,-0.11693142,-0.14116594,-0.10781716,-0.011665072,-0.014036833,-0.07210998,-0.022055512,0.15212154,-0.0018064189
30,0.16275883,0.02449899,0.0011569625,-0.021183614,0.022649448,0.053161137,0.0071438975,-0.12510338,-0.0032797137,-0.11692473,-0.14116053,-0.1078273,-0.011666805,-0.014037057,-0.07210756,-0.022061804,0.15210952,-0.0017965209
31,0.16275796,0.024493407,0.0011493191,-0.021182146,0.022636488,0.053168956,0.0071407435,-0.1251063,-0.0032707027,-0.11692852,-0.14116672,-0.10782495,-0.011667817,-0.014037496,-0.07210289,-0.022059573,0.15210061,-0.0018016616
32,0.16275671,0.024489732,0.0011493432,-0.02119258,0.022643106,0.05316568,0.007134715,-0.1251059,-0.0032791528,-0.116928525,-0.14116807,-0.10782922,-0.011666957,-0.014041325,-0.07209925,-0.022059727,0.15209785,-0.0018066152
33,0.16275023,0.024494391,0.0011456836,-0.021193722,0.022645846,0.053159043,0.007142228,-0.1251099,-0.0032806385,-0.11692363,-0.14116023,-0.10782674,-0.01166608,-0.014037898,-0.072097644,-0.022056863,0.1521012,-0.0017991117
34,0.16275077,0.024493013,0.0011584001,-0.021187847,0.02265349,0.053159975,0.007139914,-0.12509666,-0.0032888767,-0.116922356,-0.14116265,-0.10782349,-0.011665087,-0.014036338,-0.0721062,-0.022057548,0.15208869,-0.0017982336
35,0.16274913,0.024495203,0.0011564882,-0.021183869,0.022657253,0.05316479,0.007128209,-0.12510106,-0.003291014,-0.11692509,-0.14116883,-0.10782397,-0.011660378,-0.014035631,-0.07210927,-0.022067102,0.15209195,-0.0018065224
36,0.16274957,0.024496725,0.0011606617,-0.02117574,0.022659333,0.05316567,0.007131993,-0.12510027,-0.0032775083,-0.11692845,-0.14116299,-0.10782129,-0.0116609065,-0.014033421,-0.07210602,-0.02206746,0.15209888,-0.0017989225
37,0.1627524,0.024494411,0.0011553708,-0.021174654,0.02264985,0.053173505,0.0071388884,-0.12510866,-0.0032771449,-0.116930015,-0.14116079,-0.10782233,-0.01167017,-0.0140356645,-0.072106324,-0.02205728,0.15210657,-0.0018021289
38,0.1627513,0.024495773,0.0011534744,-0.021188632,0.022649014,0.053174727,0.007152477,-0.12510978,-0.0032757707,-0.11693924,-0.14116362,-0.1078297,-0.011666288,-0.014038624,-0.07210602,-0.022054361,0.15211117,-0.0018049731
39,0.16275285,0.024502674,0.0011528295,-0.021187719,0.022658342,0.053166162,0.007145597,-0.12511246,-0.0032837891,-0.116937414,-0.14116082,-0.10782713,-0.011670999,-0.014032125,-0.07210974,-0.022059122,0.15212253,-0.0018075716
40,0.16274668,0.024501795,0.001153151,-0.02118634,0.022648752,0.053162348,0.0071535134,-0.12511447,-0.0032891463,-0.116936415,-0.14115421,-0.10782785,-0.011673975,-0.014031993,-0.07210861,-0.022055319,0.15211125,-0.0018067443
41,0.16275686,0.024505405,0.0011609679,-0.021175738,0.02265362,0.05316424,0.0071509667,-0.12510478,-0.0032878816,-0.11693433,-0.14115575,-0.10781928,-0.011673545,-0.014032512,-0.07210912,-0.022045506,0.1521092,-0.0017967174
42,0.16276205,0.024500607,0.0011642511,-0.021173619,0.02265022,0.05315783,0.007144367,-0.12510334,-0.0032954544,-0.116932765,-0.14116819,-0.10781903,-0.011672328,-0.014027868,-0.07210525,-0.022049718,0.15209718,-0.0017992159
43,0.16276322,0.02450215,0.001158213,-0.021167565,0.022655047,0.0531563,0.007144621,-0.12509342,-0.0032770846,-0.11692309,-0.141167,-0.10781263,-0.011665468,-0.014024504,-0.072109304,-0.022059971,0.15209426,-0.0017999291
44,0.16276427,0.024498684,0.0011551443,-0.021173641,0.022652347,0.053156495,0.007144942,-0.1250884,-0.0032733565,-0.11692742,-0.14117166,-0.10781295,-0.011663175,-0.014025632,-0.072107844,-0.022058833,0.15209615,-0.001801884
45,0.16277342,0.024504965,0.0011562256,-0.021166705,0.022650972,0.053160213,0.0071458323,-0.12509707,-0.00328632,-0.116937295,-0.14117315,-0.10781194,-0.011664698,-0.014027591,-0.07211144,-0.022052793,0.15211017,-0.0018115522
46,0.16276164,0.02448895,0.0011606377,-0.021185849,0.022647366,0.053152736,0.007143658,-0.12510723,-0.0032830527,-0.11692505,-0.14116758,-0.10782647,-0.0116657205,-0.014032114,-0.07210883,-0.022061322,0.15210062,-0.0018002595
47,0.1627617,0.024489626,0.0011562794,-0.02117376,0.022649202,0.053163704,0.007136376,-0.1251089,-0.003293073,-0.11693735,-0.14116727,-0.10782834,-0.011663778,-0.014028082,-0.07210827,-0.022057008,0.1520995,-0.0018042721
48,0.16276549,0.024486879,0.0011567883,-0.021183454,0.02265946,0.05317146,0.007132342,-0.12511072,-0.0032937613,-0.11693147,-0.14116715,-0.10783681,-0.011666764,-0.014029171,-0.07211281,-0.022058785,0.15211824,-0.0017978908
49,0.16276392,0.024496946,0.0011585697,-0.021192811,0.022658223,0.05316718,0.007142099,-0.12509646,-0.0032939955,-0.11692533,-0.1411675,-0.10783612,-0.011668138,-0.014041651,-0.07211661,-0.022050891,0.15212004,-0.0018007903
50,0.16275683,0.024505477,0.0011579172,-0.02118487,0.022660643,0.053172745,0.0071456367,-0.12509954,-0.0032871591,-0.11692759,-0.14115252,-0.10782576,-0.011669931,-0.014033545,-0.072118014,-0.022049295,0.15212172,-0.0018020162
51,0.16274893,0.024500445,0.0011584773,-0.021190552,0.022660347,0.053166278,0.007137158,-0.12510571,-0.003276489,-0.116929114,-0.14114678,-0.10783149,-0.011665704,-0.014028369,-0.072112404,-0.022049844,0.15210955,-0.0017936354
52,0.16275816,0.024502935,0.0011576689,-0.021177132,0.022652278,0.05317384,0.0071350103,-0.12510245,-0.003272938,-0.11692955,-0.14115861,-0.1078239,-0.011662165,-0.0140361115,-0.07210264,-0.022057764,0.15211782,-0.0018024252
53,0.16275877,0.024496833,0.0011579104,-0.021181516,0.022648577,0.053169858,0.0071378127,-0.12510304,-0.0032833868,-0.11692504,-0.1411677,-0.107828006,-0.011661281,-0.01404055,-0.07210338,-0.022059288,0.15211073,-0.0018011578
54,0.16275486,0.024502002,0.0011509655,-0.021184297,0.022651758,0.05316597,0.0071479757,-0.1251058,-0.0032704524,-0.11692912,-0.14115304,-0.10782926,-0.011667604,-0.01403408,-0.0721063,-0.02205591,0.15210892,-0.001799828
55,0.16275437,0.024496282,0.0011415645,-0.02118449,0.022638798,0.053173404,0.0071484726,-0.12511209,-0.0032786643,-0.11693466,-0.14115918,-0.10783762,-0.01166846,-0.014033916,-0.07210858,-0.022059549,0.1521135,-0.0018058665
56,0.16276078,0.024494462,0.0011464648,-0.021186301,0.022649463,0.053161893,0.007152708,-0.12510121,-0.003278498,-0.116925254,-0.14115764,-0.1078285,-0.011668335,-0.0140404,-0.07211207,-0.022057444,0.1521002,-0.0018065555
57,0.16276985,0.02450057,0.0011592695,-0.021171402,0.022654548,0.053162947,0.0071444353,-0.1250989,-0.003282439,-0.11692511,-0.1411638,-0.107819386,-0.011672712,-0.014034368,-0.072106466,-0.022063352,0.15212049,-0.0018106698
58,0.16277052,0.024500873,0.0011575748,-0.021175373,0.022647077,0.0531622,0.0071446216,-0.12510033,-0.003293113,-0.1169334,-0.14117332,-0.10782311,-0.011668051,-0.014032845,-0.0721061,-0.022059541,0.15212,-0.0018162614
59,0.16276862,0.024501711,0.0011605524,-0.021170072,0.022650845,0.05316587,0.007135472,-0.12510045,-0.0032873715,-0.11692947,-0.14117745,-0.10781761,-0.011667972,-0.014032073,-0.07210653,-0.022057783,0.15212241,-0.0018121473
60,0.16276745,0.024498928,0.0011633046,-0.02118227,0.022658244,0.053169712,0.007133269,-0.12509689,-0.0032892874,-0.11692381,-0.14117731,-0.107820414,-0.011667622,-0.014039441,-0.07210568,-0.022055939,0.15212137,-0.0018074005
61,0.16276619,0.024503998,0.0011484795,-0.02117351,0.022655204,0.05316822,0.0071435454,-0.12509921,-0.0032683455,-0.11692972,-0.14115767,-0.10782116,-0.0116653275,-0.014036179,-0.07210616,-0.022056,0.15211305,-0.0018074176
62,0.1627585,0.02448992,0.0011527493,-0.021185756,0.022648642,0.053163618,0.007149158,-0.1251039,-0.0032803658,-0.11693291,-0.141168,-0.10782672,-0.011668326,-0.01404106,-0.07210237,-0.022061143,0.15210499,-0.001810864
63,0.1627532,0.024486795,0.0011557976,-0.021187877,0.022650018,0.053164948,0.007145653,-0.12510435,-0.0032811174,-0.116925046,-0.14115976,-0.10783654,-0.011670224,-0.014036266,-0.07210541,-0.022062352,0.15210876,-0.0017948275
64,0.16275236,0.024493318,0.0011571115,-0.021175133,0.02264694,0.053157143,0.007148448,-0.12509978,-0.0032715632,-0.116930336,-0.1411504,-0.107826345,-0.011669228,-0.014026528,-0.072105914,-0.022063615,0.15209642,-0.0017977036
