,0
0,0.00667285
1,0.0074290084
2,0.005192021
3,-0.011277246
4,0.011762297
5,0.0011257617
6,9.914832e-05
7,0.014472224
8,-0.014054206
9,0.016813755
10,-0.00097336853
11,-0.003560647
12,-0.016808413
13,0.016359279
14,0.0007990818
15,0.014302749
16,0.008307262
17,-0.0076074363
18,0.018603519
19,0.0047629406
20,-0.006574534
21,-0.010562534
22,-0.0069926255
23,-0.0010578326
24,-0.009498404
25,-0.017231202
26,-0.008558517
27,0.008333879
28,-0.0054177544
29,-0.018113175
30,-0.009514688
31,-0.0042185476
32,0.010800925
33,0.014861303
34,0.0015691788
35,0.0043078973
36,-0.008621671
37,0.009432002
38,0.0069325278
39,-0.0019093611
40,0.002281916
41,0.016339391
42,0.0063249245
43,-0.005845964
44,0.0022081672
45,0.014866615
46,0.012126819
47,-0.014644491
48,-0.016715676
49,0.011239527
50,0.0097655095
51,-0.014827784
52,0.0059860605
53,0.0022955877
54,-0.002043454
55,0.010159599
56,0.011032308
57,0.0009450507
58,-0.006067705
59,-0.0040252274
60,-0.0009672055
61,0.011973966
62,-0.0019250169
63,0.012504362
64,-0.0024620136
65,-0.0040766257
66,-0.019477898
67,0.014697664
68,0.00695279
69,-0.0020136016
70,0.005986748
71,0.0120108295
72,-0.014942454
73,-0.007561398
74,0.0020624734
75,-0.0054800087
76,-0.0065065194
77,0.008644296
78,-0.009777804
79,0.0039880383
80,0.0075428844
81,0.0051733563
82,-0.0014425563
83,0.0036133751
84,0.006988077
85,-0.0015564098
86,0.0016113672
87,0.015189249
88,0.0060432595
89,0.0015296439
90,-0.005782799
91,-0.0002965422
92,0.019063454
93,0.009262255
94,-0.0020544347
95,-0.0006390718
96,-0.0066016773
97,-0.0075088018
98,0.018009117
99,-0.008390583
100,0.0011919419
101,-0.009835256
102,-0.009444676
103,0.0114431465
104,0.0066549075
105,0.0064733545
106,-0.0112449005
107,-0.011168939
108,-0.012868823
109,-0.0019779918
110,-0.008161497
111,-0.014097636
112,0.0017845284
113,0.0025808737
114,-0.0026294054
115,0.0093615325
116,0.0026557222
117,0.0072197416
118,-0.007363999
119,0.0012625293
120,0.01713169
121,0.012002656
122,-0.00597729
123,0.007884761
124,0.016253958
125,0.006681056
126,-0.012527832
127,-0.0025326551
