,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
1,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
2,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
3,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
4,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
5,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
6,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
7,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
8,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
9,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
10,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
11,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
12,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
13,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
14,0.0069467844,0.006956624,0.0069469437,0.006940328,0.0069406405,0.006936944,0.006936101,0.00693601,0.006934142,0.006939323,0.006937668,0.006944146,0.0069439216,0.0069408785,0.006973948,0.006948072,0.0069461777,0.0069516227
