,Timestamp,F_score,Accuracy,loss,batch_size,learning_rate,Training_DATASET,Continue_with_last_saved_model
50,2020-10-26 23:18:35.861693,0.22152566717292166,0.3309452404753971,36.456757,1200,0.001,SKODA,False
51,2020-10-26 23:18:41.345183,0.3109704658375922,0.4045873597689659,35.282215,1200,0.001,SKODA,False
52,2020-10-26 23:18:46.783152,0.302000631199327,0.40103298900366546,35.91492,1200,0.001,SKODA,False
53,2020-10-26 23:18:52.249453,0.310488884549994,0.40536487837387536,35.238583,1200,0.001,SKODA,False
54,2020-10-26 23:18:57.772353,0.25928368715845906,0.2844607353104521,35.892326,1200,0.001,SKODA,False
55,2020-10-26 23:19:03.227462,0.22790140064634143,0.3499389092524714,35.887074,1200,0.001,SKODA,False
56,2020-10-26 23:19:08.734171,0.30394663497187274,0.3983116738864823,35.12906,1200,0.001,SKODA,False
57,2020-10-26 23:19:14.194259,0.2882999494415311,0.3532711318449406,35.216038,1200,0.001,SKODA,False
58,2020-10-26 23:19:19.850866,0.3059631844624657,0.41436187937354213,35.186413,1200,0.001,SKODA,False
59,2020-10-26 23:19:25.394654,0.26986719633223255,0.33872042652449186,35.626163,1200,0.001,SKODA,False
60,2020-10-26 23:19:30.892319,0.3482547675118743,0.43990891924913916,34.629253,1200,0.001,SKODA,False
61,2020-10-26 23:19:36.323902,0.23095225379736653,0.27846273464400756,35.229874,1200,0.001,SKODA,False
62,2020-10-26 23:19:41.733397,0.3226560018513967,0.41997112073753196,35.028564,1200,0.001,SKODA,False
63,2020-10-26 23:19:47.190125,0.24330311679067476,0.30367655226035767,35.103264,1200,0.001,SKODA,False
64,2020-10-26 23:19:52.679057,0.31822491617734094,0.40308785960235477,35.237175,1200,0.001,SKODA,False
65,2020-10-26 23:19:58.136766,0.2770447974511687,0.33499944462956793,34.95301,1200,0.001,SKODA,False
66,2020-10-26 23:20:03.600822,0.3418572542311685,0.4382983449961124,34.67315,1200,0.001,SKODA,False
67,2020-10-26 23:20:09.068228,0.3070366976868917,0.3462734644007553,34.52288,1200,0.001,SKODA,False
68,2020-10-26 23:20:14.526975,0.33201701554218443,0.4263578807064312,34.616966,1200,0.001,SKODA,False
69,2020-10-26 23:20:19.960256,0.3000150438636986,0.35965789181383984,35.150192,1200,0.001,SKODA,False
70,2020-10-26 23:20:25.399050,0.33733760583241473,0.4250249916694435,34.708557,1200,0.001,SKODA,False
